Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Login,Chrome 129.0.0.0,,,29-09-2024 11:30:00,29-09-2024 11:30:11,10.977s,PASSED
,,,,,,,
Test Cases/TC_LoginTestCase,Chrome 129.0.0.0,,,29-09-2024 11:30:00,29-09-2024 11:30:11,10.559s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,29-09-2024 11:30:01,29-09-2024 11:30:04,3.526s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/"")",Chrome 129.0.0.0,,,29-09-2024 11:30:04,29-09-2024 11:30:05,0.817s,PASSED
"click(findTestObject(""Object Repository/Login/Page_JPetStore Demo/a_Enter the Store""))",Chrome 129.0.0.0,,,29-09-2024 11:30:05,29-09-2024 11:30:06,1.321s,PASSED
"click(findTestObject(""Object Repository/Login/Page_JPetStore Demo/a_Sign In""))",Chrome 129.0.0.0,,,29-09-2024 11:30:06,29-09-2024 11:30:07,0.666s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_JPetStore Demo/input_Need a user name and password_username""), ""radhika4"")",Chrome 129.0.0.0,,,29-09-2024 11:30:07,29-09-2024 11:30:08,0.836s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_JPetStore Demo/input_Need a user name and password_password""), ""radhika4"")",Chrome 129.0.0.0,,,29-09-2024 11:30:08,29-09-2024 11:30:09,0.707s,PASSED
"click(findTestObject(""Object Repository/Login/Page_JPetStore Demo/input_Need a user name and password_signon""))",Chrome 129.0.0.0,,,29-09-2024 11:30:09,29-09-2024 11:30:09,0.881s,PASSED
"click(findTestObject(""Object Repository/Login/Page_JPetStore Demo/a_Sign Out""))",Chrome 129.0.0.0,,,29-09-2024 11:30:09,29-09-2024 11:30:10,0.753s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,29-09-2024 11:30:10,29-09-2024 11:30:11,0.385s,PASSED
